Notes	GroupName	GroupID	GroupORFs
GO	Swr1 complex	GO:0000812	SPBC32H8.12c SPBP23A10.08 SPCC550.12 SPCC1450.02 SPAC343.11c SPBC11B10.10c SPAPB8E5.09 SPBC83.08 SPBP35G2.13c SPAC4H3.02c SPAC9G1.13c SPCC576.13 SPAC11E3.01c SPBC29A3.05 SPAC17G8.07
GO	ESCRT I complex	GO:0000813	SPAC11H11.01 SPAC1B3.07c
GO	ESCRT II complex	GO:0000814	SPBC651.05c SPBC4B4.06 SPBC3B9.09
GO	ESCRT III complex	GO:0000815	SPBC13G1.12 SPAC4F8.01 SPBC1604.18c SPBC215.14c SPAC9E9.14 SPAC1142.07c
GO	nuclear MIS12/MIND type complex	GO:0000818	SPBC409.04c SPBC409.09c SPAC688.02c SPAC29E6.04
GO	gamma-tubulin complex	GO:0000930	SPCC4G3.19 SPBC365.15 SPBC428.20c SPBC211.06 SPBC32F12.04 SPAC806.08c SPAC9G1.15c SPAC6G9.06c
GO	cytoplasmic mRNA processing body	GO:0000932	SPAC17A2.09c SPBC3B9.21 SPAC19A8.12 SPBC18E5.11c SPAC17A5.14 SPBC3D6.08c SPAC10F6.16 SPBP4H10.20 SPBC19G7.10c SPBC23E6.01c SPBC776.09
GO	GARP complex	GO:0000938	SPAC3G6.10c SPBC336.11 SPAC3A12.15 SPAC2F3.10
GO	condensed chromosome inner kinetochore	GO:0000939	SPBC776.13 SPBC1105.17 SPBP4H10.06c SPBC146.03c SPAC16A10.05c SPAC4F10.12 SPAC1783.03 SPBP8B7.12c SPCC1393.04 SPAC11H11.05c SPCC1235.07 SPAC25B8.14 SPBC409.04c SPBC409.09c SPAC688.02c SPBP22H7.09c SPCC1672.10 SPBC21.01 SPCC970.12 SPAC1687.20c SPAC15E1.07c SPBC336.15 SPBC29A10.14 SPBC18E5.03c SPCC1020.02
GO	condensed nuclear chromosome inner kinetochore	GO:0000941	SPCC1020.02
GO	mitochondrial sorting and assembly machinery complex	GO:0001401	SPAC17H9.17c SPAC17C9.06 SPAC589.04 SPBC409.19c
GO	presequence translocase-associated import motor	GO:0001405	SPBC3B9.19 SPAC167.04 SPAC664.11 SPAC824.06 SPBC713.10 SPBC14C8.02
GO	cytosolic tRNA wobble base thiouridylase complex	GO:0002144	SPBC2G5.03 SPBC19C2.13c
GO	palmitoyltransferase complex	GO:0002178	SPBC3H7.09 SPAC3F10.07c SPAC21E11.08 SPAC23A1.05 SPBC18E5.02c
GO	nuclear pore	GO:0005643	SPBC15D4.10c SPAC1805.17 SPAC1786.03 SPCC962.03c SPAC3G6.02 SPBC31E1.05 SPBC1604.08c SPAC2F3.06c SPBC30B4.05 SPAC22G7.02 SPCC1322.06 SPAC22H10.03c SPBC14F5.03c SPAC1B1.03c SPBP8B7.09c SPBC1921.03c SPBC11G11.07 SPCC1739.14 SPAC26A3.15c SPBC428.01c SPBC3B9.16c SPAC30D11.04c SPBP35G2.06c SPAC1805.04 SPAC23D3.06c SPAC890.06 SPAP27G11.10c SPCC290.03c SPAC1486.05 SPCC162.08c SPAC4F10.18 SPAC19E9.01c SPBC19G7.15 SPAC22G7.09c SPCC285.13c SPCC18B5.07c SPBC13A2.02 SPBC17G9.04c SPCC1620.11 SPBC29A10.07 SPAC1002.02 SPBC16A3.05c SPCC1840.03 SPBC215.15 SPAC15F9.02 SPAC2C4.09 SPAC328.01c SPBC1105.07c SPCC550.11 SPCC576.05 SPCC70.06
GO	nucleolar ribonuclease P complex	GO:0005655	SPBP8B7.01c SPBC1709.20 SPBC1105.16c SPNCRNA.128 SPAC25B8.16 SPAC3A12.04c SPAC6C3.09 SPBC1703.01c SPCC16C4.05 SPCC830.09c
GO	pre-replicative complex	GO:0005656	SPBC14C8.07c SPCC16A11.17 SPBC428.18 SPBC4.04c SPCC1682.02c SPAC1B2.05 SPBC211.04c SPBC25D12.03c SPBC29A10.15 SPBC685.09 SPAC3H1.01c SPBP23A10.13 SPBC646.14c SPBC2A9.12
GO	alpha DNA polymerase:primase complex	GO:0005658	SPAPB1E7.02c SPAC3H5.06c SPCC553.09c SPCC737.07c SPAC6B12.10c SPBC17D11.06
GO	DNA replication factor A complex	GO:0005662	SPBC660.13c SPCC1753.01c SPCC23B6.05c
GO	DNA replication factor C complex	GO:0005663	SPBC947.11c SPBC23E6.07c SPAC23D3.02 SPAC27E2.10c SPAC1687.03c SPBC83.14c
GO	nuclear origin of replication recognition complex	GO:0005664	SPBC29A10.15 SPBC685.09 SPAC3H1.01c SPBP23A10.13 SPBC646.14c SPBC2A9.12
GO	DNA-directed RNA polymerase II, core complex	GO:0005665	SPBC947.13 SPAC1B3.12c SPAC3A12.07 SPBC28F2.12 SPAC23G3.01 SPCC1442.10c SPAC23C4.15 SPCC1020.04c SPBC14C8.12 SPBC19C2.03
GO	DNA-directed RNA polymerase III complex	GO:0005666	SPAC1B3.12c SPAC23C4.15 SPCC1020.04c SPBC14C8.12 SPBC19C2.03 SPAC22A12.05 SPAPB1E7.10 SPAC1687.01 SPBC651.08c SPBC2G5.07c SPAC4G9.08c SPBC839.12 SPCC290.02 SPCC330.13 SPBC1289.07c SPCC18.07 SPAPB1E7.03
GO	RNA polymerase transcription factor SL1 complex	GO:0005668	SPBC1685.13
GO	transcription factor TFIID complex	GO:0005669	SPAC13F5.02c SPBC21H7.02 SPAC2G11.14 SPAC1002.04c SPAC15A10.02 SPCC1494.02c SPAC3A12.05c SPAC823.06 SPAC23G3.09 SPCC5E4.03c SPCC16C4.18c SPBC15D4.14 SPCC1259.06 SPAC12G12.05c SPAC29E6.08 SPAC22H12.02
GO	transcription factor TFIIA complex	GO:0005672	SPCC553.11c SPBC28F2.09
GO	transcription factor TFIIE complex	GO:0005673	SPAC458.07 SPCC1672.08c
GO	transcription factor TFIIF complex	GO:0005674	SPCC1620.09c SPBC1198.13c SPAC22H12.02
GO	holo TFIIH complex	GO:0005675	SPBP16F5.02 SPBC19F8.07 SPAC1071.02 SPBC776.18c SPAC17A5.06 SPAC1D4.12 SPCC1682.07 SPAC16E8.11c SPBC13G1.13 SPBC30B4.07c SPBC32F12.15
GO	chromatin assembly complex	GO:0005678	SPAC4G9.06c SPCC663.05c SPBC31F10.13c SPBC31F10.14c SPBC947.08c SPBC29A10.03c SPAC26H5.03 SPAC25H1.06 SPBC15D4.03
GO	anaphase-promoting complex	GO:0005680	SPBC1A4.01 SPAC343.03 SPBC28E12.01c SPAC27D7.05c SPBC83.04 SPBP23A10.04 SPAC959.09c SPAC19G12.01c SPAC6F12.14 SPBC106.09 SPAC6F12.15c SPAC23C11.12 SPAC17C9.01c
GO	spliceosomal complex	GO:0005681	SPAC3H5.04 SPCC962.06c SPAC9.03c SPBC19C2.01 SPAC644.12 SPCC663.12 SPBC215.12 SPBC646.02 SPBC32F12.05c SPBC24C6.11 SPBC337.06c SPAC9.13c SPCP1E11.07c SPAC30D11.09 SPCC4B3.14 SPAC4A8.09c SPBC13E7.01 SPCC10H11.02 SPBC13E7.02 SPBC146.05c SPCC1620.10 SPBC3B9.02c SPBC887.05c SPAC3A12.11c SPBC211.02c SPBC31F10.11c SPCC550.02c SPBC28F2.04c SPBC16H5.05c SPCC16A11.05c SPAC23H3.02c SPBC1861.08c SPCC1620.01c SPBC9B6.05c SPBC30D10.06 SPBC20F10.09 SPCC285.12 SPCC1840.10 SPBC8D2.09c SPAC26F1.02 SPAC27F1.09c SPCC10H11.01 SPAPJ698.03c SPBC1711.17 SPBC6B1.10 SPCC126.14 SPAC29A4.08c SPAC10F6.02c SPCC63.11 SPBC146.07 SPBC16H5.10c SPCC188.11 SPBP22H7.07 SPAC19G12.07c SPBC211.05 SPBC29A3.07c SPBC18H10.10c SPAC22A12.09c SPAC22F8.10c SPBC36.09 SPBC21C3.05 SPBC365.05c SPAC26A3.08 SPAC27D7.07c SPAC2C4.03c SPBC19C2.14 SPBC3E7.14 SPBC4B4.05 SPAC167.03c SPAC1486.03c SPAC20H4.09 SPAC6G10.07 SPAP8A3.06 SPBC13A2.01c SPBC13G1.14c SPBC23E6.01c SPCC825.05c SPCC1281.02c SPBC1289.11 SPAC4F8.12c SPBC3E7.13c SPBC1289.02c SPAC17G6.14c SPAC19A8.13 SPBP35G2.09 SPAC4D7.13 SPBC4B4.09 SPCC16A11.13 SPBC839.10 SPAC19B12.12c
GO	U5 snRNP	GO:0005682	SPAC3H5.04 SPAC9.03c SPBC19C2.01 SPBC83.09c SPAC4F8.12c
GO	U2-type spliceosomal complex	GO:0005684	SPCC962.06c SPBC146.07 SPAC27D7.07c SPBC19C2.14 SPAC6G10.07 SPAP8A3.06 SPBC13A2.01c SPBC23E6.01c SPAC19A8.13 SPBP35G2.09 SPAC4D7.13 SPBC4B4.09
GO	U1 snRNP	GO:0005685	SPAC26A3.08 SPAC27D7.07c SPAC2C4.03c SPBC19C2.14 SPBC11G11.06c SPBC3E7.14 SPBC4B4.05 SPAC19A8.13 SPBC4B4.07c SPBP35G2.09 SPAC4D7.13 SPBC4B4.09 SPCC16A11.13 SPBC839.10 SPAC23D3.08 SPBC1289.12
GO	U2 snRNP	GO:0005686	SPBC887.05c SPBC1861.08c SPBC8D2.09c SPAC27F1.09c SPAPJ698.03c SPBC146.07 SPBC29A3.07c SPAC22A12.09c SPAC22F8.10c SPAC31G5.01 SPBC36.09 SPBC21C3.05 SPAP8A3.06 SPBC11C11.01 SPBC1289.02c
GO	U6 snRNP	GO:0005688	SPCC1620.01c SPBC9B6.05c SPBC30D10.06 SPBC20F10.09 SPAC2F3.17c SPCC285.12 SPBC1861.04c
GO	telomerase holoenzyme complex	GO:0005697	SPBC2D10.13 SPNCRNA.214 SPBC29A3.14c
GO	small nucleolar ribonucleoprotein complex	GO:0005732	SPAC29A4.04c SPBC20F10.01 SPAC140.02 SPAC19D5.05c SPCC1620.01c SPBC9B6.05c SPBC30D10.06 SPBC20F10.09 SPNCRNA.82 SPAC1782.10c SPAP27G11.13c SPBP8B7.01c SPBC1709.20 SPSNORNA.29 SPNCRNA.445 SPSNORNA.20 SPAC18B11.06 SPAC18G6.06 SPAC23C11.03 SPAC25B8.16 SPAC323.08 SPAC3A12.04c SPAC4F8.04 SPAC57A7.06 SPAC926.08c SPAC959.03c SPBC1703.01c SPBC244.02c SPBC646.10c SPBC713.04c SPBP8B7.10c SPCC1672.07 SPCC16C4.05 SPCC16C4.19 SPCC830.09c SPCC16A11.02
GO	DNA-directed RNA polymerase I complex	GO:0005736	SPBC1718.03 SPBC4C3.05c SPCC1259.03 SPBP23A10.07 SPBC11G11.05 SPBC3B9.07c SPAC2F3.03c SPAC1B3.12c SPAC23C4.15 SPCC1020.04c SPBC14C8.12 SPBC19C2.03 SPAC1687.01 SPBC1289.07c
GO	mitochondrial outer membrane translocase complex	GO:0005742	SPBC19G7.19 SPAC6F12.07 SPAC17H9.16 SPBC27B12.13 SPAC6B12.12 SPBC27B12.10c
GO	mitochondrial inner membrane presequence translocase complex	GO:0005744	SPBC3B9.19 SPAC167.04 SPAC24H6.02c SPAC664.11 SPAC824.06 SPBC713.10 SPAC3A12.16c SPBC1289.09 SPCC16A11.09c SPBC14C8.02 SPBC17A3.01c SPAPB1A10.10c
GO	m-AAA complex	GO:0005745	SPBC543.09
GO	mitochondrial respiratory chain complex I	GO:0005747	SPAC11E3.12
GO	mitochondrial respiratory chain complex II	GO:0005749	SPAC1556.02c SPAC140.01 SPCC330.12c SPBP23A10.16 SPAC12B10.06c
GO	mitochondrial respiratory chain complex III	GO:0005750	SPMIT.05 SPBC29A3.18 SPBP4H10.08 SPBP23A10.15c SPCC613.10 SPBC16C6.08c SPCC737.02c SPAC1782.07 SPCC1682.01 SPBC16H5.06
GO	mitochondrial respiratory chain complex IV	GO:0005751	SPCC1442.08c SPCC1739.09c SPMIT.01 SPMIT.11 SPMIT.04 SPAC1296.02 SPCC338.10c SPAC1B2.04 SPBC2F12.17 SPAC24C9.16c SPCC1259.05c
GO	mitochondrial proton-transporting ATP synthase complex	GO:0005753	SPBC29A3.10c SPBC31F10.15c SPBC13E7.04 SPBC1604.11 SPAC23C4.11 SPAC25H1.10c SPAC14C4.14 SPAC22F3.07c SPAC222.12c SPBC1734.13 SPBC1604.07 SPCC1840.06 SPMIT.07 SPBC29A10.13 SPMIT.09 SPMIT.10 SPCC70.02c SPBC106.05c
GO	mitochondrial proton-transporting ATP synthase, catalytic core	GO:0005754	SPAC14C4.14 SPAC222.12c
GO	mitochondrial proton-transporting ATP synthase, central stalk	GO:0005756	SPBC31F10.15c SPBC13E7.04 SPBC1734.13
GO	mitochondrial large ribosomal subunit	GO:0005762	SPAC343.02 SPAC3H8.03 SPAC31A2.08 SPAP19A11.05c SPBC9B6.06 SPAC31A2.03 SPBC1105.03c SPCC126.05c SPAC1486.07c SPCC1739.02c SPBC16G5.04 SPBC14C8.10 SPAC1952.14c SPAC4F8.05c SPCC16A11.11 SPBC1604.13c SPCC1919.08c SPCC645.09 SPBC887.07 SPBC4F6.08c SPBC3B9.14c SPAC4F8.02c SPBC56F2.14 SPCC4G3.06c SPBC19C2.12 SPAC12G12.08 SPBC2F12.02c SPBC1271.13 SPAC644.17c SPCC16C4.15 SPAC1610.02c SPAC3A12.19 SPBC1539.01c SPBC21C3.04c SPBC2D10.08c SPBC2F12.10 SPBC83.06c SPBP4H10.15 SPCC1393.11 SPCC1442.19 SPCC4B3.09c SPCC777.17c SPBC1711.18
GO	mitochondrial small ribosomal subunit	GO:0005763	SPBC14C8.16c SPAC1420.04c SPAC19B12.13 SPAC24C9.13c SPAC343.08c SPBC839.09c SPAC23H3.07c SPAC24C9.10c SPAC23A1.18c SPBC354.06 SPBC409.14c SPAC1B3.18c SPBC11B10.04c SPAC4G9.17c SPCC736.10c SPBC2G2.07c SPBC13G1.01c SPBC211.01 SPCC18B5.04 SPAC1751.02c SPBC29A3.15c SPAC2F7.15 SPBC16A3.04 SPBC30D10.12c SPAC16E8.10c SPAC29A4.03c SPAC4F8.06 SPBC16A3.14 SPBC3H7.04 SPCC1795.07 SPMIT.08 SPBC21B10.14
GO	Sec61 translocon complex	GO:0005784	SPBC2G2.03c SPBC354.02c SPBC19G7.17 SPAC4G8.02c
GO	signal recognition particle receptor complex	GO:0005785	SPBC3B9.03 SPAC23H4.07c
GO	signal recognition particle, endoplasmic reticulum targeting	GO:0005786	SPCC126.15c SPAC17H9.07 SPAC19B12.09 SPCC188.06c SPCC1682.05c SPCC320.10 SPNCRNA.98
GO	signal peptidase complex	GO:0005787	SPBC887.22 SPBC1685.03 SPAC1071.04c SPAC56F8.11
GO	kinetochore microtubule	GO:0005828	SPAC18G6.15
GO	chaperonin-containing T-complex	GO:0005832	SPBC12D12.03 SPAC1D4.04 SPBC1A4.08c SPBC106.06 SPAC1420.02c SPBC646.11 SPBC25H2.12c SPBC337.05c
GO	heterotrimeric G-protein complex	GO:0005834	SPBC215.04 SPBC32H8.07 SPCC1020.09 SPBC24C6.06 SPAC23H3.13c
GO	fatty acid synthase complex	GO:0005835	SPAC926.09c SPAC4A8.11c
GO	proteasome regulatory particle	GO:0005838	SPAC3G6.02 SPBP19A11.03c SPAC637.10c SPBC16G5.01 SPBC342.04 SPCC16A11.16c SPBC17D11.07c SPBC119.01 SPAC23G3.11 SPBC582.07c SPCC1682.10 SPAC607.05 SPBC16C6.07c SPBC4.07c SPCC576.10c SPCC1682.16 SPAC3A11.12c SPBC23G7.12c SPAC6C3.08
GO	proteasome core complex	GO:0005839	SPAC22F8.06 SPCC1795.04c SPBC4C3.10c SPBC106.16 SPCC1442.06 SPAC4A8.13c SPAC23D3.07 SPAC323.02c SPCC63.12c SPAC13C5.01c SPAC31A2.04c SPAC6G10.04c SPBC577.10 SPBC646.16
GO	mRNA cap binding complex	GO:0005845	SPBC3B9.21 SPAC19A8.12 SPBC3D6.08c
GO	nuclear cap binding complex	GO:0005846	SPAC6G10.07 SPBC13A2.01c
GO	mRNA cleavage and polyadenylation specificity factor complex	GO:0005847	SPBC1709.08 SPBC1709.15c SPBC3B9.11c SPBC776.02c SPAC12G12.14c SPBC646.04 SPAC1071.01c SPAC6F12.17 SPAC22G7.10 SPAC824.04 SPBP8B7.15c SPCC74.02c SPAC3G9.04 SPAC17G6.16c SPAC227.08c
GO	mRNA cleavage factor complex	GO:0005849	SPBC1709.08 SPBC1709.15c SPBC3B9.11c SPBC776.02c SPAC12G12.14c SPBC646.04 SPAC1071.01c SPAC6F12.17 SPAC22G7.10 SPAC22H10.05c SPAC4G9.04c SPAC644.16 SPAC824.04 SPBC660.15 SPBP8B7.15c SPCC74.02c SPAC3G9.04 SPAC17G6.16c SPAC227.08c
GO	eukaryotic translation initiation factor 2 complex	GO:0005850	SPAC3G9.09c SPAC32A11.04c
GO	eukaryotic translation initiation factor 2B complex	GO:0005851	SPAC343.14c SPCC11E10.07c SPAC4D7.09 SPAC21E11.06 SPAC8C9.15c
GO	eukaryotic translation initiation factor 3 complex	GO:0005852	SPBC646.09c SPAC637.07 SPAC1751.03 SPAC25G10.08 SPAC3A12.13c SPAC821.05 SPBC4C3.07 SPBC530.06c SPAC4D7.05 SPBC17D11.05 SPAC4A8.16c SPBC18H10.03
GO	eukaryotic translation elongation factor 1 complex	GO:0005853	SPCC794.09c SPBC839.15c SPAC29A4.02c SPAC23A1.10 SPCC1450.04
GO	nascent polypeptide-associated complex	GO:0005854	SPAC4F10.14c SPBC25H2.05
GO	cytoplasmic dynein complex	GO:0005868	SPAC1093.06c SPAC926.07c
GO	dynactin complex	GO:0005869	SPBC1347.12 SPCC11E10.03 SPAC27D7.13c
GO	plus-end kinesin complex	GO:0005873	SPBC2F12.13 SPBC1685.15c
GO	spindle microtubule	GO:0005876	SPBC11C11.04c SPAPB1A10.09 SPAC25G10.07c SPAC16A10.05c SPAC1805.08 SPAC18G6.15 SPAC3G9.12 SPBC1604.14c
GO	nuclear microtubule	GO:0005880	SPAC18G6.07c
GO	cytoplasmic microtubule	GO:0005881	SPBC11C11.04c SPAPB1A10.09 SPAC1093.06c SPAC1805.08 SPAC18G6.15 SPAC27D7.13c
GO	actin filament	GO:0005884	SPAC12B10.07 SPAC631.01c SPBC32H8.12c SPCC613.04c SPBC3H7.11
GO	Arp2/3 protein complex	GO:0005885	SPBC14C8.06 SPAC6F6.10c SPBC1778.08c SPAC6G9.07c SPAC17G8.04c SPAC11H11.06 SPAC630.03 SPAC23C4.02
GO	phosphatidylinositol 3-kinase complex	GO:0005942	SPBC18H10.19 SPAC20G8.10c SPAC458.05
GO	6-phosphofructokinase complex	GO:0005945	SPBC16H5.02
